gene.name	uniprot	MolecularFunctions	gene.score	in.AutismKB	in.DDG2P_16_7_2019	in.Table S5	in.denovo_rare(MAF<1%)	in.iPSYCH	in.SFARI	resource.count	in.signor	in.largest.comp	out.edge.in.largest.comp	in.edge.in.largest.comp	glob.out	glob.in
PAOX	Q6QHF9	"N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052899]; N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052904]; N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity [GO:0052903]; oxidoreductase activity [GO:0016491]; polyamine oxidase activity [GO:0046592]; spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity [GO:0052902]; spermine:oxygen oxidoreductase (spermidine-forming) activity [GO:0052901]"		no	no	no	yes	no	no	1	no	no	NA	NA	NA	NA
PCCB	P05166	"ATP binding [GO:0005524]; propionyl-CoA carboxylase activity [GO:0004658]"	1	no	yes	no	no	no	yes	2	yes	yes	1	0	1	0
FGF11	Q92914	"growth factor activity [GO:0008083]; sodium channel regulator activity [GO:0017080]"		no	no	no	no	no	no	0	yes	yes	9	0	9	0
LTF	P02788	"cysteine-type endopeptidase inhibitor activity [GO:0004869]; DNA binding [GO:0003677]; heparin binding [GO:0008201]; iron ion binding [GO:0005506]; lipopolysaccharide binding [GO:0001530]; protein serine/threonine kinase activator activity [GO:0043539]; serine-type endopeptidase activity [GO:0004252]"		no	no	no	yes	no	no	1	yes	yes	NA	NA	NA	NA
BUD13	Q9BRD0	RNA binding [GO:0003723]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
KCTD11	Q693B1	"identical protein binding [GO:0042802]; transferase activity [GO:0016740]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
ALMS1	Q8TCU4	microtubule binding [GO:0008017]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
CFB	P00751	"complement binding [GO:0001848]; serine-type endopeptidase activity [GO:0004252]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
PELP1	Q8IZL8	"ATPase binding [GO:0051117]; chromatin binding [GO:0003682]; protein N-terminus binding [GO:0047485]; RNA binding [GO:0003723]; SUMO binding [GO:0032183]"		no	no	no	no	no	no	0	yes	yes	2	3	2	3
ZNF526	Q8TF50	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
SLC16A3	O15427	"lactate:proton symporter activity [GO:0015650]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; pyruvate transmembrane transporter activity [GO:0050833]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
GLMN	Q92990	"hepatocyte growth factor receptor binding [GO:0005171]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase inhibitor activity [GO:0055105]"		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
CGNL1	Q0VF96		2	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
RND1	Q92730	"GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
POLR3K	Q9Y2Y1	"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
KCNJ4	P48050	"inward rectifier potassium channel activity [GO:0005242]; PDZ domain binding [GO:0030165]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
H1-4	P10412	"chromatin DNA binding [GO:0031490]; double-stranded DNA binding [GO:0003690]; nucleosomal DNA binding [GO:0031492]; RNA binding [GO:0003723]; structural constituent of chromatin [GO:0030527]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
CTCF	P49711	"chromatin insulator sequence binding [GO:0043035]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; transcription coregulator binding [GO:0001221]; zinc ion binding [GO:0008270]"	1	no	yes	no	no	no	yes	2	yes	yes	0	2	0	2
MOB1A	Q9H8S9	"metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]"		no	no	no	no	no	no	0	yes	yes	3	3	3	3
SUPT3H	O75486	"protein heterodimerization activity [GO:0046982]; transcription coactivator activity [GO:0003713]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CACNB1	Q02641	"high voltage-gated calcium channel activity [GO:0008331]; voltage-gated calcium channel activity [GO:0005245]"	3	no	no	no	no	no	yes	1	yes	yes	0	1	0	1
CYP2R1	Q6VVX0	"D3 vitamins binding [GO:1902271]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; protein homodimerization activity [GO:0042803]; steroid hydroxylase activity [GO:0008395]; vitamin D3 25-hydroxylase activity [GO:0030343]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
MEN1	O00255	"chromatin binding [GO:0003682]; double-stranded DNA binding [GO:0003690]; four-way junction DNA binding [GO:0000400]; phosphoprotein binding [GO:0051219]; protein N-terminus binding [GO:0047485]; protein-macromolecule adaptor activity [GO:0030674]; R-SMAD binding [GO:0070412]; transcription cis-regulatory region binding [GO:0000976]; Y-form DNA binding [GO:0000403]"		no	no	no	no	no	no	0	yes	yes	9	0	9	0
PARD3	Q8TEW0	"phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]"		no	no	no	no	no	no	0	yes	yes	0	3	0	3
NUDT3	O95989	"bis(5'-adenosyl)-hexaphosphatase activity [GO:0034431]; bis(5'-adenosyl)-pentaphosphatase activity [GO:0034432]; diphosphoinositol-polyphosphate diphosphatase activity [GO:0008486]; endopolyphosphatase activity [GO:0000298]; inositol diphosphate pentakisphosphate diphosphatase activity [GO:0052842]; inositol diphosphate tetrakisphosphate diphosphatase activity [GO:0052840]; m7G(5')pppN diphosphatase activity [GO:0050072]; magnesium ion binding [GO:0000287]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
REEP3	Q6NUK4	microtubule binding [GO:0008017]	3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
PTPRR	Q15256	"protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]"		no	no	no	no	no	no	0	yes	yes	5	5	5	5
SLC1A6	P48664	"glutamate:sodium symporter activity [GO:0015501]; high-affinity L-glutamate transmembrane transporter activity [GO:0005314]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; metal ion binding [GO:0046872]; neutral amino acid transmembrane transporter activity [GO:0015175]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
PFDN6	O15212	"amyloid-beta binding [GO:0001540]; chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
FBP2	O00757	"fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
MKNK2	Q9HBH9	"ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"		no	no	no	no	no	no	0	yes	yes	1	6	1	6
MRGPRX2	Q96LB1	"G protein-coupled receptor activity [GO:0004930]; mast cell secretagogue receptor activity [GO:1990595]; neuropeptide binding [GO:0042923]"		no	no	no	no	no	no	0	yes	yes	8	2	8	2
MMACHC	Q9Y4U1	"cobalamin binding [GO:0031419]; cyanocobalamin reductase (cyanide-eliminating) activity [GO:0033787]; demethylase activity [GO:0032451]; FAD binding [GO:0071949]; glutathione binding [GO:0043295]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]; transferase activity [GO:0016740]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
BMPR1B	O00238	"ATP binding [GO:0005524]; BMP binding [GO:0036122]; BMP receptor activity [GO:0098821]; metal ion binding [GO:0046872]; phosphatase activator activity [GO:0019211]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; SMAD binding [GO:0046332]; transforming growth factor beta receptor activity, type I [GO:0005025]; transmembrane receptor protein serine/threonine kinase activity [GO:0004675]"		no	yes	no	no	no	no	1	yes	yes	6	5	6	5
MSANTD2	Q6P1R3		3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
FLT4	P35916	"ATP binding [GO:0005524]; growth factor binding [GO:0019838]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; vascular endothelial growth factor receptor activity [GO:0005021]"		no	yes	no	no	no	no	1	yes	yes	2	18	2	18
CYP2D6	P10635	"anandamide 11,12 epoxidase activity [GO:0062188]; anandamide 14,15 epoxidase activity [GO:0062189]; anandamide 8,9 epoxidase activity [GO:0062187]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; steroid hydroxylase activity [GO:0008395]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
MAPK1	P28482	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; MAP kinase activity [GO:0004707]; MAP kinase kinase activity [GO:0004708]; phosphatase binding [GO:0019902]; phosphotyrosine residue binding [GO:0001784]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]"		no	no	no	no	no	no	0	yes	yes	209	26	209	26
IQUB	Q8NA54			yes	no	no	no	no	no	1	no	no	NA	NA	NA	NA
TUBG1	P23258	"GTP binding [GO:0005525]; identical protein binding [GO:0042802]; structural constituent of cytoskeleton [GO:0005200]"		no	yes	no	no	no	no	1	yes	yes	0	6	0	6
FCRL6	Q6DN72	"MHC class II protein binding [GO:0042289]; phosphatase binding [GO:0019902]; protein phosphatase binding [GO:0019903]; transmembrane signaling receptor activity [GO:0004888]"	3	no	no	no	no	no	yes	1	yes	yes	NA	NA	NA	NA
GAP43	P17677	"calmodulin binding [GO:0005516]; lysophosphatidic acid binding [GO:0035727]; phosphatidylinositol phosphate binding [GO:1901981]; phosphatidylserine binding [GO:0001786]"		no	no	no	no	no	no	0	yes	yes	0	6	0	6
BTAF1	O14981	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]; transcription coregulator activity [GO:0003712]"	2	no	no	no	no	no	yes	1	yes	yes	1	1	1	1
Non-structural protein 2				no	no	no	no	no	no	0	yes	yes	0	1	0	1
KCNQ1	P51787	"calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; outward rectifier potassium channel activity [GO:0015271]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein kinase A catalytic subunit binding [GO:0034236]; protein kinase A regulatory subunit binding [GO:0034237]; protein phosphatase 1 binding [GO:0008157]; scaffold protein binding [GO:0097110]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]; voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization [GO:0086089]; voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization [GO:0086008]; voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1902282]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
LRFN2	Q9ULH4		3	no	no	no	no	no	yes	1	yes	yes	0	1	0	1
KCNA2	P16389	"delayed rectifier potassium channel activity [GO:0005251]; kinesin binding [GO:0019894]; outward rectifier potassium channel activity [GO:0015271]; potassium channel activity [GO:0005267]; voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1905030]; voltage-gated ion channel activity involved in regulation of presynaptic membrane potential [GO:0099508]; voltage-gated potassium channel activity [GO:0005249]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
PPP2R2B	Q00005	protein phosphatase regulator activity [GO:0019888]		no	no	no	no	no	no	0	yes	yes	2	0	2	0
GCHFR	P30047	"amino acid binding [GO:0016597]; enzyme inhibitor activity [GO:0004857]; GTP cyclohydrolase binding [GO:0044549]; GTP-dependent protein binding [GO:0030742]; protein-containing complex binding [GO:0044877]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
NKX2-2	O95096	"cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	no	no	no	no	no	0	yes	no	NA	NA	1	0
KCNK18	Q7Z418	"calcium-activated potassium channel activity [GO:0015269]; outward rectifier potassium channel activity [GO:0015271]; potassium ion leak channel activity [GO:0022841]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
GPHN	Q9NQX3	"ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin cofactor binding [GO:0043546]; molybdopterin molybdotransferase activity [GO:0061599]; nitrate reductase activity [GO:0008940]"	2	no	no	no	no	no	yes	1	yes	yes	3	3	3	3
INPP4A	Q96PE3	"inositol-1,3,4-trisphosphate 4-phosphatase activity [GO:0017161]; inositol-3,4-bisphosphate 4-phosphatase activity [GO:0052828]; phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity [GO:0016316]; phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity [GO:0034597]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
LSM7	Q9UK45	U6 snRNA binding [GO:0017070]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
MARK2	Q7KZI7	"ATP binding [GO:0005524]; cadherin binding [GO:0045296]; lipid binding [GO:0008289]; magnesium ion binding [GO:0000287]; protein kinase activator activity [GO:0030295]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]"		no	no	no	yes	no	no	1	yes	yes	6	2	6	2
ABCA7	Q8IZY2	"ABC-type transporter activity [GO:0140359]; apolipoprotein A-I receptor activity [GO:0034188]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; floppase activity [GO:0140328]; lipid transporter activity [GO:0005319]; phosphatidylcholine floppase activity [GO:0090554]; phosphatidylserine floppase activity [GO:0090556]; phospholipid transporter activity [GO:0005548]"	3	yes	no	no	no	no	yes	2	yes	yes	1	0	1	0
ITGA3	P26006	"collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; metal ion binding [GO:0046872]; protease binding [GO:0002020]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
CPT1C	Q8TCG5	carnitine O-palmitoyltransferase activity [GO:0004095]		no	no	no	no	no	no	0	yes	yes	4	1	4	1
LIFR	P42702	"ciliary neurotrophic factor receptor binding [GO:0005127]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; growth factor binding [GO:0019838]; leukemia inhibitory factor receptor activity [GO:0004923]"		no	no	no	no	no	no	0	yes	yes	1	8	1	8
AXL	P30530	"ATP binding [GO:0005524]; myosin heavy chain binding [GO:0032036]; phosphatidylinositol 3-kinase binding [GO:0043548]; phosphatidylserine binding [GO:0001786]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; virus receptor activity [GO:0001618]"		no	no	no	no	no	no	0	yes	yes	0	5	0	5
SEPTIN9	Q9UHD8	"cadherin binding [GO:0045296]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; molecular adaptor activity [GO:0060090]"		no	no	no	no	no	no	0	yes	no	NA	NA	1	0
ANPEP	P15144	"aminopeptidase activity [GO:0004177]; metalloaminopeptidase activity [GO:0070006]; metallopeptidase activity [GO:0008237]; peptide binding [GO:0042277]; signaling receptor activity [GO:0038023]; virus receptor activity [GO:0001618]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	NA	NA	0	1
COL4A2	P08572	"extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]"		no	yes	no	no	no	no	1	yes	yes	2	0	2	0
HLA-DQB1	P01920	"MHC class II protein complex binding [GO:0023026]; MHC class II receptor activity [GO:0032395]; peptide antigen binding [GO:0042605]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
DOCK6	Q96HP0	guanyl-nucleotide exchange factor activity [GO:0005085]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
H2BW2	P0C1H6	"DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
ISCU	Q9H1K1	"2 iron, 2 sulfur cluster binding [GO:0051537]; ferrous iron binding [GO:0008198]; iron ion binding [GO:0005506]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
MLYCD	O95822	"identical protein binding [GO:0042802]; malonyl-CoA decarboxylase activity [GO:0050080]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TNNC2	P02585	"actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
MRPL18	Q9H0U6	"5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]"		no	no	no	no	no	no	0	yes	yes	NA	NA	1	0
